,name,latitude,longitude,city,opening_hours,phone,wheelchair,address
125,Festa Parafarmacia Profumeria,46.376141,11.660979600000001,,,,,"Festa Parafarmacia Profumeria, Piaz de Ramon, Moena, Comun General de Fascia, Trento, Trentino-Alto Adige/Südtirol, 38035, Italia"
126,Farmacia Comunale n?1,45.8917455,11.040143800000001,Rovereto,,,yes,"Farmacia Comunale n°1, Via Paoli, Santa Maria, Rovereto, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
127,,46.0605568,11.241366699999999,Pergine Valsugana,,,,"1, Piazza Mario Garbari, Maso Kronst, Pergine Valsugana, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38057, Italia"
128,Dispensario farmaceutico,46.0438265,11.552570699999999,,,,,"Dispensario farmaceutico, Via Roma, Pradanella, Ospedaletto, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38059, Italia"
129,Farmacia S. Giorgio,45.8941621,11.0281746,,,,,"Farmacia S. Giorgio, Via Unione, San Giorgio, Rovereto, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
130,,45.8828375,10.854358900000001,,,,,"La Scala Bistrò /=\, 5, Via Padova, Riva del Garda, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38066, Italia"
131,Farmacia Gallina,46.315901600000004,10.801600599999999,Mezzana,,,,"Farmacia Gallina, 48, Via IV Novembre, Mezzana, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38020, Italia"
132,Farmacia Comunale,46.0625095,11.6339287,Castello Tesino,,,yes,"Farmacia Comunale, 12, Via Dante, Piazza G. Marconi, Castello Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
133,Farmacia Pieve Tesino,46.068112299999996,11.6117172,Pieve Tesino,,,,"Farmacia Pieve Tesino, Viale Brigata Abruzzi, Bosco Santa Maria, Canmpestrin, Pieve Tesino, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38053, Italia"
134,Farmacia Alberto Foletto,45.8885959,10.7323059,Ledro,,+39 0464 591038,,"Farmacia Alberto Foletto, 4, Via Nuova, Ledro, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38067, Italia"
135,Parafarmacia Campagnola,46.2071628,11.1000444,Mezzolombardo,Mo-Su 09:00-19:00,+39 0461 600696,yes,"Parafarmacia Campagnola, 65/A, Via Trento, Mezzolombardo, Comunità Rotaliana-Königsberg, Trento, Trentino-Alto Adige/Südtirol, 38017, Italia"
136,Farmacia,46.15527,11.7329018,,,,,"Farmacia, SP79, Col dei Betteghe, Canal San Bovo, Comunità di Primiero, Trento, Trentino-Alto Adige/Südtirol, Italia"
137,Parafarmacia,46.2910265,11.460217199999999,,,,,"Parafarmacia, Vicolo dei Tintori, Cavalese, Comunità territoriale della Val di Fiemme, Trento, Trentino-Alto Adige/Südtirol, 38033, Italia"
138,Mutalipassi,45.886860399999996,10.845164599999999,Riva del Garda,,,,"Mutalipassi, 12, Via Lutti, Riva del Garda, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38066, Italia"
139,Farmacia Veterinaria,46.0708418,11.1234078,,,,,"Farmacia Veterinaria, Via Torre Verde, Centro storico Trento, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
140,,46.1601535,10.7654611,,,,,"Municipio di Pinzolo, 8, Viale della pace, Pinzolo, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38086, Italia"
141,Tecnisan articoli sanitari,46.0445596,11.1286721,,,,,"Tecnisan articoli sanitari, Centro Direzione Trento Sud, Centro Comm Trento Sud, Madonna Bianca, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
142,,46.0353784,10.8724215,,,,,"EMC snc, Via C. Battisti, Comano Terme, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38077, Italia"
143,Farmacia Nardelli Gabriele,45.960610100000004,10.914025,DRO,"Mo-Fr 08:30-12:00, Mo-Sa 15:00-19:00, Sa 09:00-12:00",,,"Supermarket della Calzatura, Strada Statale Gardesana Occidentale, Dro, Comunità Alto Garda e Ledro, Trento, Trentino-Alto Adige/Südtirol, 38074, Italia"
144,Igea,46.060837799999995,11.128048800000002,Trento,"Mo-Fr 08:30-12:30,15:00-19:00, Sa 08:30-12:30",+39 0461 910761,,"Igea, 68, Via Milano, Cernidor, Bolghera, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
145,,46.437553799999996,11.136692800000002,,,,,"Il Liberti, Via Cesare Battisti, Maso Topa, Fondo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38013, Italia"
146,,46.2592562,10.5851467,,,,,"Cassa Rurale, SS42, Vermiglio, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38029, Italia"
147,Farmacia Santoni,45.8843881,11.018394,,,,yes,"Farmacia Santoni, Via Fratelli Bronzetti, Isera, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, 38068, Italia"
148,,46.4052386,11.017099900000002,,,,,"Livo, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38023, Italia"
149,,46.3260432,10.8740406,Dimaro,,,,"Municipio di Dimaro Folgarida, Strada Statale 239 di Campiglio, Dimaro Folgarida, Comunità della Valle di Sole, Trento, Trentino-Alto Adige/Südtirol, 38025, Italia"
150,Comunale,45.9415,11.1100893,,,,,"Comunale, Via Roma, Besenello, Comunità della Vallagarina, Trento, Trentino-Alto Adige/Südtirol, Italia"
151,,46.2646016,11.086725900000001,,,,,"Bar Centrale, Via Roma, Ton, Comunità della Val di Non, Trento, Trentino-Alto Adige/Südtirol, 38010, Italia"
152,Farmacia Giupponi,46.006935600000006,11.1278389,,,,,"Farmacia Giupponi, Piazza Quintilio Perini, Maso Pez, Trento, Territorio Val d'Adige, Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
153,Parafarmacia,46.477323,11.770259800000002,,,,,"Parafarmacia, Strèda Dolomites, Canazei, Comun General de Fascia, Trento, Trentino-Alto Adige/Südtirol, 38032, Italia"
154,Farmacia San Giovanni,46.4200601,11.6754117,,"Mo-Sa 08:30-12:30, 15:30-19:30; Su 09:00-12:00, 16:00-19:00",0462764145,,"Farmacia San Giovanni, 24, Strada Neva, San Giovanni di Fassa, Comun General de Fascia, Trento, Trentino-Alto Adige/Südtirol, 38036, Italia"
155,,46.0163984,11.6339731,,,,,"97, Via Vittorio Emanuele, Grigno, Comunità Valsugana e Tesino, Trento, Trentino-Alto Adige/Südtirol, 38055, Italia"
156,Farmacia Malfatti,46.004345,11.1949906,,,,,"Farmacia Malfatti, Via della Fricca, Maso Stauderi, Altopiano della Vigolana, Comunità Alta Valsugana e Bersntol, Trento, Trentino-Alto Adige/Südtirol, 38034, Italia"
157,Farmacia,46.077217299999994,10.9082944,,,,,"Farmacia, Strada Statale dei Laghi di Molveno e Tenno, San Lorenzo Dorsino, Comunità delle Giudicarie, Trento, Trentino-Alto Adige/Südtirol, 38078, Italia"
