"stop_id","name","latitude","longitude","wheelchairBoarding","address"
2389,"Centochiavi Lunelli",46.092618,11.120549,1,"Centochiavi Lunelli"
2394,"Piazza Guella",45.867441,11.031932,0,"Piazza Guella"
2395,"Largo S.Floriano",45.866422,11.032697,0,"Largo S.Floriano"
2397,"Via Cornacalda",45.866722,11.034907,0,"Via Cornacalda"
2404,"Romagnano 7 Fontane",46.014314,11.104351,2,"Romagnano 7 Fontane"
2405,"Travai Piazza Fiera",46.06477,11.122471,2,"Travai Piazza Fiera"
2407,"Ghiaie Monte Baldo",46.056336,11.116202,2,"Ghiaie Monte Baldo"
2408,"Parcheggio Zuffo",46.075042,11.109713,0,"Parcheggio Zuffo"
2409,"Cavalcavia S.Lorenzo",46.070352,11.119107,0,"Cavalcavia S.Lorenzo"
2412,"Piazzale A22",46.077383,11.111236,0,"Piazzale A22"
2418,"Ss 12 'Pioppeto'",46.108623,11.108717,1,"Gardolo-Ss.12"
2419,"Ss 12 S.Anna",46.112409,11.107438,2,"Ss 12 S.Anna"
2421,"Via A Prato",45.893565,11.030778,0,"Via A Prato"
2424,"S.Lorenzo 'Funivia'",46.070045,11.116683,2,"S.Lorenzo 'Funivia'"
4,"Lavis",46.138361,11.109139,0,"Lavis"
2431,"Sanseverino 'Albere'/Muse",46.063334,11.113227,1,"Sanseverino 'Albere'/Muse"
2437,"Ravina Della Croce",46.040974,11.110975,1,"Ravina Della Croce"
2438,"Ss 12 Talvera",46.103288,11.110545,1,"Ss 12 Talvera"
2447,"Ghiaie Salisburgo",46.122767,11.103337,2,"Ghiaie Salisburgo"
2449,"Spini Praga",46.123666,11.097351,2,"Spini Praga"
2454,"Crosare Officina",46.110069,11.105486,2,"Crosare Officina"
2455,"Crosare Parcheggio",46.107991,11.105394,2,"Crosare Parcheggio"
2457,"Gardolo Castel di Gardolo",46.113907,11.110614,2,"Gardolo Castel di Gardolo"
2470,"Jedin Sanseverino",46.051139,11.114415,2,"Jedin Sanseverino"
2472,"Lamar 'Via Rossa'",46.121491,11.106413,2,"Lamar 'Via Rossa'"
2483,"Sopramonte 'Campra'",46.078491,11.05829,1,"Sopramonte 'Campra'"
2484,"Sopramonte 'Campra'",46.07873,11.058131,1,"Sopramonte 'Campra'"
2485,"Brescia 'Ca Dei Gai'",46.073335,11.105639,2,"Brescia 'Ca Dei Gai'"
2490,"Povo Pantè",46.064013,11.15094,2,"Povo Pantè"
2491,"Roncafort Caproni",46.100115,11.099708,1,"Roncafort Caproni"
2497,"Ponte di Ravina",46.045489,11.113301,0,"Ponte di Ravina"
2498,"Ponte di Ravina",46.04552,11.113603,0,"Ponte di Ravina"
2499,"Villazzano 'Chiesa'",46.049487,11.143843,1,"Villazzano / Chiesa"
2501,"Sopramonte 'M.Petoci'",46.066953,11.059509,2,"Sopramonte 'M.Petoci'"
2515,"Ss.240 Ponte Sull'adige",45.863235,10.997355,2,"Ravazzone-Via Del Dazio"
2543,"Villa Lagarina V. Zandonai",45.912479,11.031904,2,"Villa Lagarina V. Zandonai"
2660,"Patone Gera",45.89794,11.002067,2,"Patone Gera"
2662,"Patone Gera",45.897942,11.002101,2,"Patone Gera"
2746,"Lenzima Via Della Vittoria",45.877392,10.991755,2,"Lenzima Via Della Vittoria"
2760,"Savignano",45.938008,11.056056,0,"Savignano"
109,"Grumes",46.221662,11.293931,0,"Grumes"
2506,"Muralta Valsugana",46.076656,11.130377,2,"Muralta Valsugana"
2508,"Toldi",45.89797,11.061612,0,"Toldi"
2509,"Costa",45.884401,11.072918,0,"Via Noriglio"
2521,"Gazzadina Le Case Nòve",46.134118,11.128307,1,"Gazzadina Le Case Nòve"
2522,"Gazzadina Del Porfido",46.130582,11.126162,1,"Gazzadina Del Porfido"
2524,"Cimirlo",46.067613,11.1847,0,"Cimirlo"
2526,"Celva",46.070701,11.176484,0,"Celva"
2528,"Maso di Brenz",46.065719,11.172233,0,"Maso di Brenz"
2533,"Maso di Brenz",46.065674,11.17238,0,"Maso di Brenz"
2534,"Via Eremo",46.067908,11.175717,0,"Via Eremo"
2535,"Eremo",46.068202,11.178588,0,"Eremo"
2540,"Viale Caproni 'Luxottica'",45.864859,11.017764,2,"Viale Caproni 'Luxottica'"
2663,"Gardolo 4 Nov. 2 Giugno",46.101253,11.112956,1,"Gardolo 4 Nov. 2 Giugno"
2665,"Spini Loghét",46.120567,11.09122,1,"Spini Loghét"
2669,"Fersina 'Zona Sportiva'",46.041683,11.123711,2,"Fersina 'Zona Sportiva'"
2670,"Piazza Cappuccini",46.073078,11.128449,0,"Piazza Cappuccini"
2671,"Avancini Laste",46.071422,11.130842,2,"Avancini Laste"
2672,"Rsa Angeli Custodi",46.06988,11.131249,0,"Rsa Angeli Custodi"
2680,"Gazzoletti Piazza Dante",46.071816,11.121974,1,"Gazzoletti Piazza Dante"
2683,"Povo 'Polo Scientifico' Est",46.067312,11.150548,2,"Povo 'Polo Scientifico' Est"
2688,"Villazzano 'Stazione Fs'",46.044757,11.13969,1,"Villazzano Fs-P/Golfi Urbani"
2689,"Villazzano 'Stazione Fs'",46.044754,11.139437,1,"Villazzano 'Stazione Fs'"
2696,"Conci 'Enaip'",46.045465,11.138353,1,"Conci 'Enaip'"
2701,"Ss 349 Pozzata",46.041779,11.142383,2,"Ss 349 Pozzata"
2706,"Via Pedroni",45.892216,11.03302,0,"Via Pedroni"
2713,"Dos Trento Mariano",46.073694,11.114481,2,"Dos Trento Mariano"
2757,"Noriglio Mon. Ai Caduti",45.884029,11.070128,2,"Noriglio Mon. Ai Caduti"
2758,"Viale Vittoria Scuole Degasperi",45.884931,11.023892,1,"Viale Vittoria Scuole Degasperi"
2759,"Via Delle Laste",46.072466,11.12992,0,"Via Delle Laste"
2800,"Pedersano",45.922564,11.020236,0,"Pedersano"
2802,"Villa Lagar. 'Bocciodromo'",45.920748,11.032004,2,"Villa Lagar. 'Bocciodromo'"
2803,"Villa Lagar. 'Bocciodromo'",45.920286,11.031888,1,"Villa Lagar. 'Bocciodromo'"
2805,"Villa Lagarina 'Al Ponte'",45.913174,11.037349,2,"Villa Lagarina 'Al Ponte'"
2824,"Mori Via Terra Nera",45.850031,10.981009,2,"Mori Via Terra Nera"
2835,"Calliano Via Marcolini",45.931773,11.092114,2,"Calliano Via Marcolini"
2837,"Volano Via Delle Ancone",45.917819,11.076406,2,"Volano Via Delle Ancone"
2838,"Ss.12 Fornaci",45.919443,11.085327,2,"Ss.12 Fornaci"
2839,"Volano Via Roma",45.917298,11.07005,1,"Volano Via Roma"
2843,"Sp.20 Bivio Noarna",45.915825,11.016559,2,"Sp.20 Bivio Noarna"
2844,"Sp.20 Bivio Noarna",45.91588,11.016803,2,"Sp.20 Bivio Noarna"
2901,"Monte Ghello",45.887015,11.066337,2,"Monte Ghello"
2998,"Via Campagnole",45.889292,11.037028,0,"Via Campagnole"
2770,"Via Comel",45.904014,11.04231,0,"Via Comel"
2775,"Via Zigherane",45.879247,11.023765,0,"Via Zigherane"
2777,"Baldresca",45.880129,11.028545,0,"Baldresca"
2780,"Ss 45 S.Giorgio",46.078668,11.099302,2,"Ss 45 S.Giorgio"
2782,"Spini 'Pal. Giano'",46.121548,11.095251,1,"Spini 'Pal. Giano'"
2784,"Spini Varsavia",46.125601,11.098331,2,"Spini Varsavia"
2785,"Spini Varsavia",46.125804,11.098199,2,"Spini Varsavia"
2787,"Spini Masadori",46.120114,11.096203,1,"Spini Masadori"
2788,"Spini Bregenz",46.11716,11.09252,2,"Spini Bregenz"
2791,"Interporto 'Interbrennero'",46.111101,11.090984,1,"Interporto 'Interbrennero'"
2793,"Innsbruck 'Trentino Trasporti'",46.101701,11.094567,1,"Innsbruck 'Trentino Trasporti'"
2889,"Noriglio Via Jacob",45.883853,11.067449,2,"Noriglio Via Jacob"
2794,"Innsbruck 'Trentino Trasporti'",46.10222,11.09439,1,"Trentino Trasporti"
2796,"Interporto 'Logistica 2'",46.10595,11.092154,1,"Interporto 'Logistica 2'"
2799,"Spini Praga",46.123624,11.09744,2,"Spini Praga"
2806,"Ss.240 'Alla Staffa'",45.87276,11.024323,2,"Via del Garda"
2815,"Mattarello Fratte",46.00544,11.126382,2,"Mattarello Fratte"
2816,"Via Zandonai",45.88668,11.020121,0,"Via Zandonai"
2817,"Roncafort Nord",46.103456,11.100248,1,"Roncafort Nord"
2829,"Interporto 'Sait'",46.113405,11.09034,1,"Interporto 'Sait'"
2832,"Viale Vittoria Scuole Degasperi",45.884804,11.02396,1,"Viale Vittoria Scuole Degasperi"
2856,"Ss.12 Castel Pietra",45.921721,11.091309,2,"Ss.12 Castel Pietra"
2857,"Ss.12 Castel Pietra",45.922938,11.092225,2,"Castelpietra"
54,"Penia",46.45743,11.79184,0,"Penia"
2858,"Ss.12 Campagnole",45.928854,11.093011,2,"Ss.12 Campagnole"
2861,"Porte di Trambileno",45.883348,11.0516,2,"Porte di Trambileno"
2862,"Porte di Trambileno",45.88353,11.052029,2,"Porte di Trambileno"
2877,"Ss.240 'Meb'",45.867858,11.011826,2,"Ss.240 'Meb'"
2892,"Nogaredo Vignai",45.910279,11.019418,2,"Nogaredo Vignai"
2905,"Castellano Don Zanolli",45.92614,11.005759,2,"Castellano Don Zanolli"
2906,"Calliano Ss.12",45.934315,11.096017,2,"Via Brennero"
2907,"Calliano Ss.12",45.934334,11.09587,2,"Via Brennero"
2908,"Calliano Cimitero",45.936981,11.09886,2,"Calliano Cimitero"
2910,"Besenello Nord",45.945821,11.106088,2,"Via De Gasperi"
2911,"Besenello Sud",45.936872,11.110211,2,"Besenello Sud"
